CODE;NAMDGM;NAMFGM;NAMFGM_k
3440;DORMAAL;ZOUTLEEUW;Zoutleeuw
3350;ORSMAAL-GUSSENHOVEN;LINTER;Linter
3360;HONSEM (BIERBEEK);BIERBEEK;Bierbeek
3040;LOONBEEK;HULDENBERG;Huldenberg
3040;HULDENBERG;HULDENBERG;Huldenberg
3300;HAKENDOVER;TIENEN;Tienen
3051;SINT-JORIS-WEERT;OUD-HEVERLEE;Oud-heverlee
1755;GOOIK;GOOIK;Gooik
3320;HOEGAARDEN;HOEGAARDEN;Hoegaarden
1620;DROGENBOS;DROGENBOS;Drogenbos
1600;SINT-PIETERS-LEEUW;SINT-PIETERS-LEEUW;Sint-pieters-leeuw
1750;GAASBEEK;LENNIK;Lennik
3090;OVERIJSE;OVERIJSE;Overijse
3300;OORBEEK;TIENEN;Tienen
3320;HONSEM (HOEGAARDEN);HOEGAARDEN;Hoegaarden
3350;ORSMAAL-OVERHESPEN;LINTER;Linter
3350;ORSMAAL-NEERHESPEN;LINTER;Linter
3040;SINT-AGATHA-RODE;HULDENBERG;Huldenberg
3300;BOST;TIENEN;Tienen
1601;RUISBROEK (SINT-PIETERS-LEEUW);SINT-PIETERS-LEEUW;Sint-pieters-leeuw
3400;NEERWINDEN-ELIKSEM;LANDEN;Landen
3404;ATTENHOVEN-NEERLANDEN;LANDEN;Landen
3400;NEERWINDEN-WANGE;LANDEN;Landen
1600;SINT-LAUREINS-BERCHEM;SINT-PIETERS-LEEUW;Sint-pieters-leeuw
3300;GOETSENHOVEN;TIENEN;Tienen
1671;ELINGEN;PEPINGEN;Pepingen
3400;NEERWINDEN-EZEMAAL;LANDEN;Landen
1755;LEERBEEK;GOOIK;Gooik
1755;OETINGEN;GOOIK;Gooik
1600;OUDENAKEN;SINT-PIETERS-LEEUW;Sint-pieters-leeuw
3404;ATTENHOVEN;LANDEN;Landen
3400;NEERWINDEN;LANDEN;Landen
1560;HOEILAART;HOEILAART;Hoeilaart
1670;PEPINGEN;PEPINGEN;Pepingen
1570;VOLLEZELE;GALMAARDEN;Galmaarden
1650;BEERSEL;BEERSEL;Beersel
1651;LOT;BEERSEL;Beersel
1570;GALMAARDEN;GALMAARDEN;Galmaarden
1755;KESTER;GOOIK;Gooik
3400;NEERWINDEN-LAAR;LANDEN;Landen
3321;OUTGAARDEN;HOEGAARDEN;Hoegaarden
1630;LINKEBEEK;LINKEBEEK;Linkebeek
1500;HALLE (HALLE);HALLE;Halle
3400;LANDEN-RUMSDORP;LANDEN;Landen
1640;SINT-GENESIUS-RODE;SINT-GENESIUS-RODE;Sint-genesius-rode
3400;LANDEN;LANDEN;Landen
3400;NEERWINDEN-OVERWINDEN;LANDEN;Landen
1570;TOLLEMBEEK;GALMAARDEN;Galmaarden
3040;OTTENBURG;HULDENBERG;Huldenberg
1654;HUIZINGEN;BEERSEL;Beersel
1652;ALSEMBERG;BEERSEL;Beersel
1540;HERFELINGEN;HERNE;Herne
1653;DWORP;BEERSEL;Beersel
1670;BOGAARDEN;PEPINGEN;Pepingen
1501;BUIZINGEN;HALLE;Halle
1674;BELLINGEN;PEPINGEN;Pepingen
1540;HERNE;HERNE;Herne
1670;HEIKRUIS;PEPINGEN;Pepingen
3401;WALSHOUTEM;LANDEN;Landen
1673;BEERT;PEPINGEN;Pepingen
1547;BEVER;BEVER;Bever
1502;LEMBEEK;HALLE;Halle
1541;SINT-PIETERS-KAPELLE (HERNE);HERNE;Herne
1120;BRUSSEL-NEDER-OVERHEEMBEEK;BRUSSEL;Brussel
1130;BRUSSEL-HAREN;BRUSSEL;Brussel
1020;BRUSSEL-LAKEN;BRUSSEL;Brussel
1090;JETTE;JETTE;Jette
1020;BRUSSEL-ANTWERPSE STWG;BRUSSEL;Brussel
1140;EVERE;EVERE;Evere
1083;GANSHOREN;GANSHOREN;Ganshoren
1030;SCHAARBEEK;SCHAARBEEK;Schaarbeek
1082;SINT-AGATHA-BERCHEM;SINT-AGATHA-BERCHEM;Sint-agatha-berchem
1080;SINT-JANS-MOLENBEEK;SINT-JANS-MOLENBEEK;Sint-jans-molenbeek
1081;KOEKELBERG;KOEKELBERG;Koekelberg
1200;SINT-LAMBRECHTS-WOLUWE;SINT-LAMBRECHTS-WOLUWE;Sint-lambrechts-woluwe
1210;SINT-JOOST-TEN-NODE;SINT-JOOST-TEN-NODE;Sint-joost-ten-node
1020;BRUSSEL PENTAGOON;BRUSSEL;Brussel
1020;BRUSSEL-WETSTRAAT;BRUSSEL;Brussel
1070;ANDERLECHT-CENTRUM;ANDERLECHT;Anderlecht
1150;SINT-PIETERS-WOLUWE;SINT-PIETERS-WOLUWE;Sint-pieters-woluwe
1070;ANDERLECHT-KANAAL-SPOOR OOST;ANDERLECHT;Anderlecht
1040;ETTERBEEK;ETTERBEEK;Etterbeek
1060;SINT-GILLIS;SINT-GILLIS;Sint-gillis
1070;ANDERLECHT-RING WEST;ANDERLECHT;Anderlecht
1050;BRUSSEL-LOUISA;BRUSSEL;Brussel
1050;ELSENE;ELSENE;Elsene
1190;VORST (VORST);VORST;Vorst
1160;OUDERGEM;OUDERGEM;Oudergem
1180;UKKEL;UKKEL;Ukkel
1170;WATERMAAL-BOSVOORDE;WATERMAAL-BOSVOORDE;Watermaal-bosvoorde
